schema_name;tabela_pk;coluna_pk;tabela_fk;coluna_fk;status_fk
CARTORIO;DOCUMENT;DOCUMENT_ID;SIGNATURE;DOCUMENT_ID;Ativo
CARTORIO;STATUS;STATUS_ID;DOCUMENT;STATUS_ID;Ativo
DBACP;ACAO;CD_ACAO;USUARIO_PORTAL_ACAO;CD_ACAO;Ativo
DBACP;ACESSO_PORTLET_UNIVERSAL;CD_ACESSO;COMENTARIO_PORTLET_UNIVERSAL;CD_ACESSO;Ativo
DBACP;ACESSO_PORTLET_UNIVERSAL;CD_ACESSO;LOG_ACESSO_PORTLET_UNIVERSAL;CD_ACESSO;Ativo
DBACP;CABECALHO;CD_CABECALHO;CABECALHO_LINKS;CD_CABECALHO;Ativo
DBACP;CABECALHO;CD_CABECALHO;PAGINA;CD_CABECALHO;Ativo
DBACP;COLUNA;CD_COLUNA;PORTLET_CONFIGURACAO;CD_COLUNA;Ativo
DBACP;COLUNA_SQL;CD_POSICAO;FORMATACAO_CONDICIONAL;CD_PORTLET;Ativo
DBACP;COLUNA_SQL;CD_POSICAO;FORMATACAO_CONDICIONAL;CD_PORTLET;Ativo
DBACP;COLUNA_SQL;CD_PORTLET;FORMATACAO_CONDICIONAL;CD_PORTLET;Ativo
DBACP;COLUNA_SQL;CD_PORTLET;FORMATACAO_CONDICIONAL;CD_PORTLET;Ativo
DBACP;COLUNA_SQL;CD_POSICAO;FORMATACAO_CONDICIONAL;CD_POSICAO;Ativo
DBACP;COLUNA_SQL;CD_POSICAO;FORMATACAO_CONDICIONAL;CD_POSICAO;Ativo
DBACP;COLUNA_SQL;CD_PORTLET;FORMATACAO_CONDICIONAL;CD_POSICAO;Ativo
DBACP;COLUNA_SQL;CD_PORTLET;FORMATACAO_CONDICIONAL;CD_POSICAO;Ativo
DBACP;CONFIGURACAO_GRAFICO;CD_CONFIGURACAO_GRAFICO;CONFIG_GRAFICO_INDICADORES;CD_CONFIG_GRAFICO;Ativo
DBACP;CONFIGURACAO_GRAFICO;CD_CONFIGURACAO_GRAFICO;CONFIG_GRAFICO_LINHAS_REF;CD_CONFIG_GRAFICO;Ativo
DBACP;CONFIGURACAO_GRAFICO;CD_CONFIGURACAO_GRAFICO;CONFIG_GRAFICO_SERIES;CD_CONFIGURACAO_GRAFICO;Ativo
DBACP;CONFIGURACAO_GRAFICO;CD_CONFIGURACAO_GRAFICO;PLAN_PLANILHA_DINAMICA;CD_CONFIG_GRAFICO;Ativo
DBACP;DATA_SOURCE_SQL;CD_DATA_SOURCE_SQL;LISTA_VALORES;CD_DATA_SOURCE_SQL;Ativo
DBACP;DATA_SOURCE_SQL;CD_DATA_SOURCE_SQL;PLAN_DATAMART;CD_DATA_SOURCE;Ativo
DBACP;DATA_SOURCE_SQL;CD_DATA_SOURCE_SQL;PORTLET_SQL;CD_DATA_SOURCE_SQL;Ativo
DBACP;FILTRO_DINAMICO;CD_FILTRO_DINAMICO;DETALHE_FILTRO_DINAMICO;CD_FILTRO_DINAMICO;Ativo
DBACP;FILTRO_DINAMICO;CD_FILTRO_DINAMICO;OBJETO_OLAP;CD_FILTRO_DINAMICO;Ativo
DBACP;FORMATACAO_CONDICIONAL;CD_FORMATACAO_CONDICIONAL;FORMATACAO_CRITERIO;CD_FORMATACAO_CONDICIONAL;Ativo
DBACP;FUNCAO_MODULO;CD_FUNCAO;FUNCAO_PERMISSAO_PAPEL;CD_FUNCAO_MODULO;Ativo
DBACP;FUNCAO_MODULO;CD_FUNCAO;FUNCAO_PERMISSAO_USUARIO;CD_FUNCAO;Ativo
DBACP;FUNCIONALIDADE;CD_FUNCIONALIDADE;FUNCIONALIDADE_PAPEL;CD_FUNCIONALIDADE;Ativo
DBACP;FUNCIONALIDADE;CD_FUNCIONALIDADE;FUNCIONALIDADE_SISTEMA_LICENCA;CD_FUNCIONALIDADE;Ativo
DBACP;GRUPO_FUNCIONALIDADE;CD_GRUPO_FUNCIONALIDADE;FUNCIONALIDADE;CD_GRUPO_FUNCIONALIDADE;Ativo
DBACP;GRUPO_PORTLET;CD_GRUPO_PORTLET;PORTLET;CD_GRUPO_PORTLET;Ativo
DBACP;GSTMOB_MODULO;CD_MODULO_GESTOR;GSTMOB_PAPEL_MODULO;CD_MODULO_GESTOR;Ativo
DBACP;LINKS;CD_LINKS;CABECALHO_LINKS;CD_LINKS;Ativo
DBACP;LINKS;CD_LINKS;IMAGEM_LINK;CD_LINKS;Ativo
DBACP;LISTA_VALORES;CD_LISTA_VALORES;PARAMETRO_GLOBAL;CD_LISTA_VALORES;Ativo
DBACP;LISTA_VALORES;CD_LISTA_VALORES;PARAMETROS_SQL;CD_LISTA_VALORES;Ativo
DBACP;MAPA_OBJETO;CD_MAPA_OBJETO;DETALHE_FILTRO_DINAMICO;CD_MAPA_OBJETO;Ativo
DBACP;MAPA_OBJETO;CD_MAPA_OBJETO;FILTRO_METRICA;CD_MAPA_OBJETO;Ativo
DBACP;MAPA_OBJETO;CD_MAPA_OBJETO;MAPA_OBJETO;CD_MAPA_OBJETO_PAI;Ativo
DBACP;MAPA_OBJETO;CD_MAPA_OBJETO;MAPA_OBJETO_HIERARQUIA;CD_MAPA_OBJETO_FILHO;Ativo
DBACP;MAPA_OBJETO;CD_MAPA_OBJETO;MAPA_OBJETO_HIERARQUIA;CD_MAPA_OBJETO_PAI;Ativo
DBACP;MAPA_OBJETO;CD_MAPA_OBJETO;MONTAGEM_OBJETO;CD_MAPA_OBJETO;Ativo
DBACP;MAPA_OBJETO;CD_MAPA_OBJETO;OBJETO_OLAP;CD_MAPA_OBJETO;Ativo
DBACP;MAPA_OBJETO;CD_MAPA_OBJETO;PLAN_GRUPO_PERSONALIZADO;CD_MAPA_OBJETO;Ativo
DBACP;MASCARA;CD_MASCARA;COLUNA_SQL;CD_MASCARA;Ativo
DBACP;MASCARA;CD_MASCARA;PARAMETRO_GLOBAL;CD_MASCARA;Ativo
DBACP;MICROSTRATEGY_DATA_SOURCE;CD_DATA_SOURCE;PORTLET_MICROSTRATEGY;CD_DATA_SOURCE;Ativo
DBACP;MODULO_SISTEMA;CD_MODULO;FUNCAO_MODULO;CD_MODULO;Ativo
DBACP;MODULO_SISTEMA;CD_MODULO;MODULO_PERMISSAO_PAPEL;CD_MODULO_SISTEMA;Ativo
DBACP;MODULO_SISTEMA;CD_MODULO;MODULO_PERMISSAO_USUARIO;CD_MODULO_SISTEMA;Ativo
DBACP;MONTAGEM_OBJETO;CD_MONTAGEM_OBJETO;FORMATACAO_CONDICIONAL;CD_MONTAGEM_OBJETO;Ativo
DBACP;MONTAGEM_OBJETO;CD_MONTAGEM_OBJETO;PLAN_PARAMETRO_MAPEADA;CD_MONTAGEM_OBJETO;Ativo
DBACP;NI_NOTIFICACAO_INTELIGENTE;CD_NOTIFICACAO_INTELIGENTE;NI_CONSOLIDADORA;CD_NOTIFICACAO_INTELIGENTE;Ativo
DBACP;NI_NOTIFICACAO_INTELIGENTE;CD_NOTIFICACAO_INTELIGENTE;NI_NOTIFICACAO_RESPOSTA;CD_NOTIFICACAO_INTELIGENTE;Ativo
DBACP;NI_NOTIFICACAO_INTELIGENTE;CD_NOTIFICACAO_INTELIGENTE;NI_REG_NOTIFICACAO;CD_NOTIFICACAO_INTELIGENTE;Ativo
DBACP;NI_NOTIFICACAO_INTELIGENTE;CD_NOTIFICACAO_INTELIGENTE;NI_REGRA_ENVIO;CD_NOTIFICACAO_INTELIGENTE;Ativo
DBACP;NI_REG_NOTIFICACAO;CD_REG_NOTIFICACAO;NI_REG_ENVIO;CD_REG_NOTIFICACAO;Ativo
DBACP;NI_REGRA_ENVIO;CD_REGRA_ENVIO;NI_USUARIO_ENVIO;CD_REGRA_ENVIO;Ativo
DBACP;NI_USUARIO_ENVIO;CD_USUARIO_ENVIO;NI_REG_ENVIO;ID_USUARIO_ENVIO;Ativo
DBACP;OBJETO_OLAP;CD_OBJETO_OLAP;FILTRO_METRICA;CD_OBJETO_OLAP;Ativo
DBACP;OBJETO_OLAP;CD_OBJETO_OLAP;MONTAGEM_OBJETO;CD_OBJETO_OLAP;Ativo
DBACP;OBJETO_OLAP;CD_OBJETO_OLAP;OBJETO_OLAP;CD_OBJETO_OLAP_PAI;Ativo
DBACP;OBJETO_OLAP;CD_OBJETO_OLAP;PLAN_OBJETO_OLAP_PAPEL;CD_OBJETO_OLAP;Ativo
DBACP;PAGINA;CD_PAGINA;PAGINA_CONFIGURACAO;CD_PAGINA;Ativo
DBACP;PAGINA;CD_PAGINA;USUARIO_PORTAL;CD_PAGINA_PRINCIPAL;Ativo
DBACP;PAGINA;CD_PAGINA;USUARIO_PORTAL_PAGINA;CD_PAGINA;Ativo
DBACP;PAINEL_FILTROS;CD_FILTRO;PLAN_FILTROS_PLANILHA;CD_FILTRO;Ativo
DBACP;PAINEL_TEMA;CD_TEMA;PAINEL_FILTROS;CD_TEMA;Ativo
DBACP;PAINEL_TEMA;CD_TEMA;PLAN_PLANILHA_DINAMICA;CD_TEMA;Ativo
DBACP;PAINEL_TEMA;CD_TEMA;PORTLET;CD_TEMA;Ativo
DBACP;PAPEL;CD_PAPEL;FUNCAO_PERMISSAO_PAPEL;CD_PAPEL;Ativo
DBACP;PAPEL;CD_PAPEL;FUNCIONALIDADE_PAPEL;CD_PAPEL;Ativo
DBACP;PAPEL;CD_PAPEL;GSTMOB_PAPEL_MODULO;CD_PAPEL;Ativo
DBACP;PAPEL;CD_PAPEL;MODULO_PERMISSAO_PAPEL;CD_PAPEL;Ativo
DBACP;PAPEL;CD_PAPEL;PLAN_DATAMART_PAPEL;CD_PAPEL;Ativo
DBACP;PAPEL;CD_PAPEL;PLAN_OBJETO_OLAP_PAPEL;CD_PAPEL;Ativo
DBACP;PAPEL;CD_PAPEL;PLAN_PLANILHA_PAPEL;CD_PAPEL;Ativo
DBACP;PAPEL;CD_PAPEL;PORTLET_PAPEL;CD_PAPEL;Ativo
DBACP;PAPEL;CD_PAPEL;SD_CENARIO_PAPEL;CD_PAPEL;Ativo
DBACP;PAPEL;CD_PAPEL;SISTEMA_PERMISSAO_PAPEL;CD_PAPEL;Ativo
DBACP;PAPEL;CD_PAPEL;USUARIO_PORTAL_PAPEL;CD_PAPEL;Ativo
DBACP;PARAMETRO_GLOBAL;CD_PARAMETRO_GLOBAL;CONFIGURACAO_PARAMETRO_GLOBAL;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PARAMETRO_GLOBAL;CD_PARAMETRO_GLOBAL;LISTA_VALORES;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PARAMETRO_GLOBAL;CD_PARAMETRO_GLOBAL;NI_NOTIFICACAO_RESPOSTA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PARAMETRO_GLOBAL;CD_PARAMETRO_GLOBAL;PARAMETRO_GLOBAL_PORTLET;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PARAMETRO_GLOBAL;CD_PARAMETRO_GLOBAL;PARAMETRO_ORDENACAO;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PARAMETRO_GLOBAL;CD_PARAMETRO_GLOBAL;PARAM_LINK_PASTA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PARAMETRO_GLOBAL;CD_PARAMETRO_GLOBAL;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PARAMETRO_GLOBAL;CD_PARAMETRO_GLOBAL;PLAN_PARAMETROS_QUERY;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PARAMETRO_JSP;CD_PORTLET;CONFIGURACAO_PARAMETRO_JSP;CD_PORTLET;Ativo
DBACP;PARAMETRO_JSP;CD_PORTLET;CONFIGURACAO_PARAMETRO_JSP;CD_PORTLET;Ativo
DBACP;PARAMETRO_JSP;NM_PARAMJSP;CONFIGURACAO_PARAMETRO_JSP;CD_PORTLET;Ativo
DBACP;PARAMETRO_JSP;NM_PARAMJSP;CONFIGURACAO_PARAMETRO_JSP;CD_PORTLET;Ativo
DBACP;PARAMETRO_JSP;CD_PORTLET;CONFIGURACAO_PARAMETRO_JSP;NM_PARAMJSP;Ativo
DBACP;PARAMETRO_JSP;CD_PORTLET;CONFIGURACAO_PARAMETRO_JSP;NM_PARAMJSP;Ativo
DBACP;PARAMETRO_JSP;NM_PARAMJSP;CONFIGURACAO_PARAMETRO_JSP;NM_PARAMJSP;Ativo
DBACP;PARAMETRO_JSP;NM_PARAMJSP;CONFIGURACAO_PARAMETRO_JSP;NM_PARAMJSP;Ativo
DBACP;PARAMETROS_SQL;CD_PORTLET;NI_NOTIFICACAO_RESPOSTA;CD_PORTLET;Ativo
DBACP;PARAMETROS_SQL;NOME_PARAMETRO;NI_NOTIFICACAO_RESPOSTA;CD_PORTLET;Ativo
DBACP;PARAMETROS_SQL;CD_PORTLET;NI_NOTIFICACAO_RESPOSTA;CD_PORTLET;Ativo
DBACP;PARAMETROS_SQL;NOME_PARAMETRO;NI_NOTIFICACAO_RESPOSTA;CD_PORTLET;Ativo
DBACP;PARAMETROS_SQL;NOME_PARAMETRO;NI_NOTIFICACAO_RESPOSTA;NOME_PARAMETRO;Ativo
DBACP;PARAMETROS_SQL;CD_PORTLET;NI_NOTIFICACAO_RESPOSTA;NOME_PARAMETRO;Ativo
DBACP;PARAMETROS_SQL;CD_PORTLET;NI_NOTIFICACAO_RESPOSTA;NOME_PARAMETRO;Ativo
DBACP;PARAMETROS_SQL;NOME_PARAMETRO;NI_NOTIFICACAO_RESPOSTA;NOME_PARAMETRO;Ativo
DBACP;PASTA;CD_PASTA;COLUNA;CD_PASTA;Ativo
DBACP;PASTA;CD_PASTA;PARAMETRO_ORDENACAO;CD_PASTA;Ativo
DBACP;PASTA;CD_PASTA;PASTA_CONFIGURACAO;CD_PASTA;Ativo
DBACP;PASTA;CD_PASTA;PORTLET_SQL;CD_PASTA_LINK;Ativo
DBACP;PLAN_CAMPO;CD_CAMPO;PLAN_CAMPO_PLANILHA;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO;CD_DATAMART;PLAN_CAMPO_PLANILHA;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO;CD_DATAMART;PLAN_CAMPO_PLANILHA;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO;CD_CAMPO;PLAN_CAMPO_PLANILHA;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO;CD_CAMPO;PLAN_CAMPO_PLANILHA;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO;CD_DATAMART;PLAN_CAMPO_PLANILHA;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO;CD_DATAMART;PLAN_CAMPO_PLANILHA;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO;CD_CAMPO;PLAN_CAMPO_PLANILHA;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_CAMPO;FORMATACAO_CONDICIONAL;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_DATAMART;FORMATACAO_CONDICIONAL;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_DATAMART;FORMATACAO_CONDICIONAL;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_PLANILHA;FORMATACAO_CONDICIONAL;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_PLANILHA;FORMATACAO_CONDICIONAL;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_PLANILHA;FORMATACAO_CONDICIONAL;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_DATAMART;FORMATACAO_CONDICIONAL;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_CAMPO;FORMATACAO_CONDICIONAL;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_CAMPO;FORMATACAO_CONDICIONAL;CD_CAMPO;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_PLANILHA;FORMATACAO_CONDICIONAL;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_PLANILHA;FORMATACAO_CONDICIONAL;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_PLANILHA;FORMATACAO_CONDICIONAL;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_CAMPO;FORMATACAO_CONDICIONAL;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_CAMPO;FORMATACAO_CONDICIONAL;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_CAMPO;FORMATACAO_CONDICIONAL;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_DATAMART;FORMATACAO_CONDICIONAL;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_DATAMART;FORMATACAO_CONDICIONAL;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_DATAMART;FORMATACAO_CONDICIONAL;CD_DATAMART;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_PLANILHA;FORMATACAO_CONDICIONAL;CD_PLANILHA;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_DATAMART;FORMATACAO_CONDICIONAL;CD_PLANILHA;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_DATAMART;FORMATACAO_CONDICIONAL;CD_PLANILHA;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_CAMPO;FORMATACAO_CONDICIONAL;CD_PLANILHA;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_CAMPO;FORMATACAO_CONDICIONAL;CD_PLANILHA;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_PLANILHA;FORMATACAO_CONDICIONAL;CD_PLANILHA;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_DATAMART;FORMATACAO_CONDICIONAL;CD_PLANILHA;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_PLANILHA;FORMATACAO_CONDICIONAL;CD_PLANILHA;Ativo
DBACP;PLAN_CAMPO_PLANILHA;CD_CAMPO;FORMATACAO_CONDICIONAL;CD_PLANILHA;Ativo
DBACP;PLAN_DATAMART;CD_DATAMART;PLAN_CAMPO;CD_DATAMART;Ativo
DBACP;PLAN_DATAMART;CD_DATAMART;PLAN_CONFIGURACOES;CD_TEMA_CUSTOMIZADO;Ativo
DBACP;PLAN_DATAMART;CD_DATAMART;PLAN_DATAMART_PAPEL;CD_DATAMART;Ativo
DBACP;PLAN_GRUPO_PERSONALIZADO;CD_GRUPO;OBJETO_OLAP;CD_GRUPO;Ativo
DBACP;PLAN_GRUPO_PERSONALIZADO;CD_GRUPO;PLAN_SUBGRUPO_PERSONALIZADO;CD_GRUPO;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_GLOBAL;PORTLET_PARAM_PLANILHA_MAPEADA;CD_MONTAGEM_OBJETO;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_GLOBAL;PORTLET_PARAM_PLANILHA_MAPEADA;CD_MONTAGEM_OBJETO;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_GLOBAL;PORTLET_PARAM_PLANILHA_MAPEADA;CD_MONTAGEM_OBJETO;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_MONTAGEM_OBJETO;PORTLET_PARAM_PLANILHA_MAPEADA;CD_MONTAGEM_OBJETO;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_MONTAGEM_OBJETO;PORTLET_PARAM_PLANILHA_MAPEADA;CD_MONTAGEM_OBJETO;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_MONTAGEM_OBJETO;PORTLET_PARAM_PLANILHA_MAPEADA;CD_MONTAGEM_OBJETO;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_MAPEADA;PORTLET_PARAM_PLANILHA_MAPEADA;CD_MONTAGEM_OBJETO;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_MAPEADA;PORTLET_PARAM_PLANILHA_MAPEADA;CD_MONTAGEM_OBJETO;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_MAPEADA;PORTLET_PARAM_PLANILHA_MAPEADA;CD_MONTAGEM_OBJETO;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_MONTAGEM_OBJETO;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_GLOBAL;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_GLOBAL;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_MAPEADA;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_MAPEADA;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_MONTAGEM_OBJETO;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_MONTAGEM_OBJETO;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_GLOBAL;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_MAPEADA;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_GLOBAL;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_MAPEADA;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_MAPEADA;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_MAPEADA;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_MAPEADA;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_MONTAGEM_OBJETO;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_MAPEADA;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_MAPEADA;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_MAPEADA;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_MONTAGEM_OBJETO;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_MAPEADA;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_MONTAGEM_OBJETO;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_MAPEADA;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_GLOBAL;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_MAPEADA;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_GLOBAL;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_MAPEADA;Ativo
DBACP;PLAN_PARAMETRO_MAPEADA;CD_PARAMETRO_GLOBAL;PORTLET_PARAM_PLANILHA_MAPEADA;CD_PARAMETRO_MAPEADA;Ativo
DBACP;PLAN_PARAMETROS_QUERY;CD_PARAMETRO;PORTLET_PARAM_PLANILHA;CD_PARAMETRO;Ativo
DBACP;PLAN_PARAMETROS_QUERY;CD_PARAMETRO;PORTLET_PARAM_PLANILHA;CD_PARAMETRO;Ativo
DBACP;PLAN_PARAMETROS_QUERY;CD_PLANILHA;PORTLET_PARAM_PLANILHA;CD_PARAMETRO;Ativo
DBACP;PLAN_PARAMETROS_QUERY;CD_PLANILHA;PORTLET_PARAM_PLANILHA;CD_PARAMETRO;Ativo
DBACP;PLAN_PARAMETROS_QUERY;CD_PARAMETRO;PORTLET_PARAM_PLANILHA;CD_PLANILHA;Ativo
DBACP;PLAN_PARAMETROS_QUERY;CD_PLANILHA;PORTLET_PARAM_PLANILHA;CD_PLANILHA;Ativo
DBACP;PLAN_PARAMETROS_QUERY;CD_PLANILHA;PORTLET_PARAM_PLANILHA;CD_PLANILHA;Ativo
DBACP;PLAN_PARAMETROS_QUERY;CD_PARAMETRO;PORTLET_PARAM_PLANILHA;CD_PLANILHA;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;MONTAGEM_OBJETO;CD_PLANILHA_DINAMICA;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;PLAN_CAMPO_PLANILHA;CD_PLANILHA;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;PLAN_CONFIGURACOES;CD_PLANILHA;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;PLAN_FILTROS_PLANILHA;CD_PLANILHA;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;PLAN_HISTORICO_ALTERACAO;CD_PLANILHA;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;PLAN_PARAMETROS_QUERY;CD_PLANILHA;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;PLAN_PLANILHA_DINAMICA;CD_PLANILHA_PAI;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;PLAN_PLANILHA_PAPEL;CD_PLANILHA;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;PLAN_PROMPT;CD_PLANILHA;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;PLAN_PROMPT_PLANILHA;CD_PLANILHA;Ativo
DBACP;PLAN_PLANILHA_DINAMICA;CD_PLANILHA;PORTLET_PLANILHA_DINAMICA;ID_PLANILHA_DINAMICA;Ativo
DBACP;PLAN_PROMPT_PLANILHA;CD_PLANILHA;PLAN_PROMPT_USUARIO;CD_PLANILHA;Ativo
DBACP;PLAN_PROMPT_PLANILHA;CD_PLANILHA;PLAN_PROMPT_USUARIO;CD_PLANILHA;Ativo
DBACP;PLAN_PROMPT_PLANILHA;CD_PROMPT_PLANILHA;PLAN_PROMPT_USUARIO;CD_PLANILHA;Ativo
DBACP;PLAN_PROMPT_PLANILHA;CD_PROMPT_PLANILHA;PLAN_PROMPT_USUARIO;CD_PLANILHA;Ativo
DBACP;PLAN_PROMPT_PLANILHA;CD_PROMPT_PLANILHA;PLAN_PROMPT_USUARIO;CD_PROMPT_PLANILHA;Ativo
DBACP;PLAN_PROMPT_PLANILHA;CD_PROMPT_PLANILHA;PLAN_PROMPT_USUARIO;CD_PROMPT_PLANILHA;Ativo
DBACP;PLAN_PROMPT_PLANILHA;CD_PLANILHA;PLAN_PROMPT_USUARIO;CD_PROMPT_PLANILHA;Ativo
DBACP;PLAN_PROMPT_PLANILHA;CD_PLANILHA;PLAN_PROMPT_USUARIO;CD_PROMPT_PLANILHA;Ativo
DBACP;PLAN_SUBGRUPO_PERSONALIZADO;CD_SUBGRUPO;PLAN_ITEM_PERSONALIZADO;CD_SUBGRUPO;Ativo
DBACP;PORTLET;CD_PORTLET;CONFIGURACAO_GRAFICO;CD_PORTLET;Ativo
DBACP;PORTLET;CD_PORTLET;NI_NOTIFICACAO_INTELIGENTE;CD_PORTLET_ENT;Ativo
DBACP;PORTLET;CD_PORTLET;NI_NOTIFICACAO_INTELIGENTE;CD_PORTLET_SAI;Ativo
